"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: ordinalLoc","Param: randSeed","Param: size"
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2524.000000,NaN,"ms",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,39.896486,0.154831,"ns/op",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7266.749199,28.302103,"MB/sec",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1781.000000,NaN,"counts",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2559.000000,NaN,"ms",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,39.948878,0.110984,"ns/op",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7257.113279,20.056904,"MB/sec",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1779.000000,NaN,"counts",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2553.000000,NaN,"ms",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.028440,0.051973,"ns/op",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7242.596634,9.405044,"MB/sec",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1775.000000,NaN,"counts",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2469.000000,NaN,"ms",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.030281,0.057402,"ns/op",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7242.248997,10.379059,"MB/sec",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1774.000000,NaN,"counts",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2529.000000,NaN,"ms",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.111034,0.037213,"ns/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7227.650633,6.700033,"MB/sec",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1771.000000,NaN,"counts",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2466.000000,NaN,"ms",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.163964,0.063771,"ns/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7218.151770,11.444856,"MB/sec",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1768.000000,NaN,"counts",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2489.000000,NaN,"ms",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.171259,0.031518,"ns/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7216.818959,5.652902,"MB/sec",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1769.000000,NaN,"counts",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2488.000000,NaN,"ms",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.117914,0.198480,"ns/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7226.790590,35.431361,"MB/sec",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1770.000000,NaN,"counts",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2501.000000,NaN,"ms",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,45.692732,5.532247,"ns/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,6528.818758,702.057431,"MB/sec",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000007,0.000010,"B/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1600.000000,NaN,"counts",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2271.000000,NaN,"ms",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.049479,0.088895,"ns/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7238.833238,16.099365,"MB/sec",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1775.000000,NaN,"counts",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2503.000000,NaN,"ms",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,41.236250,1.071399,"ns/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7040.454691,178.195853,"MB/sec",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1725.000000,NaN,"counts",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2505.000000,NaN,"ms",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.415339,0.185785,"ns/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7173.538719,32.701211,"MB/sec",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1758.000000,NaN,"counts",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2467.000000,NaN,"ms",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.011330,0.165668,"ns/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7245.928982,29.962529,"MB/sec",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1776.000000,NaN,"counts",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2537.000000,NaN,"ms",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.038010,0.116919,"ns/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7240.967083,21.047367,"MB/sec",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1775.000000,NaN,"counts",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2524.000000,NaN,"ms",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2","avgt",1,30,40.140913,0.119346,"ns/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate","avgt",1,30,7222.403991,21.482479,"MB/sec",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.count","avgt",1,30,1770.000000,NaN,"counts",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeShapeless2:·gc.time","avgt",1,30,2513.000000,NaN,"ms",LAST,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,36.513907,0.143792,"ns/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,7730.985582,30.394556,"MB/sec",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,296.000006,0.000008,"B/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1894.000000,NaN,"counts",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,2734.000000,NaN,"ms",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,91.540515,1.800923,"ns/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,7340.119941,141.601385,"MB/sec",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,704.000014,0.000020,"B/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1798.000000,NaN,"counts",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,2601.000000,NaN,"ms",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,203.591166,0.752020,"ns/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,6070.808090,22.484385,"MB/sec",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,1296.000031,0.000045,"B/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1489.000000,NaN,"counts",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,2139.000000,NaN,"ms",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,500.015467,4.149006,"ns/op",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,5376.547140,39.535015,"MB/sec",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,2818.666743,5.125370,"B/op",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1317.000000,NaN,"counts",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,1882.000000,NaN,"ms",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,532.618410,2.453060,"ns/op",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,5314.398697,24.348811,"MB/sec",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,2968.000081,0.000117,"B/op",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1302.000000,NaN,"counts",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,1882.000000,NaN,"ms",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,1484.463333,66.642560,"ns/op",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,4476.027673,190.367431,"MB/sec",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,6938.666892,5.125375,"B/op",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1098.000000,NaN,"counts",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,1590.000000,NaN,"ms",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation","avgt",1,30,2184.952100,59.759130,"ns/op",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate","avgt",1,30,4333.413676,121.986493,"MB/sec",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.alloc.rate.norm","avgt",1,30,9912.000332,0.000482,"B/op",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.count","avgt",1,30,1062.000000,NaN,"counts",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceDerivation:·gc.time","avgt",1,30,1535.000000,NaN,"ms",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,158.621027,0.910615,"ns/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,2212.409357,43.439327,"MB/sec",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,368.000079,7.688056,"B/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,542.000000,NaN,"counts",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,782.000000,NaN,"ms",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,279.957974,6.169909,"ns/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,3227.750570,65.860675,"MB/sec",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,946.666851,5.125371,"B/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,791.000000,NaN,"counts",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,1133.000000,NaN,"ms",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,402.487196,2.075087,"ns/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,3942.874300,20.437908,"MB/sec",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,1664.000310,0.000089,"B/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,966.000000,NaN,"counts",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,1390.000000,NaN,"ms",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,797.841239,2.512288,"ns/op",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4360.483437,13.757016,"MB/sec",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,3648.000667,0.000177,"B/op",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,1069.000000,NaN,"counts",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,1561.000000,NaN,"ms",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,831.282505,2.527175,"ns/op",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4405.338757,13.431200,"MB/sec",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,3840.000700,0.000183,"B/op",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,1080.000000,NaN,"counts",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,1607.000000,NaN,"ms",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,2001.715758,4.987440,"ns/op",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4424.988157,10.995182,"MB/sec",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,9288.000304,0.000440,"B/op",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,1084.000000,NaN,"counts",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,1565.000000,NaN,"ms",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric","avgt",1,30,3065.320918,84.323052,"ns/op",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4096.004310,114.244777,"MB/sec",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,13144.000466,0.000675,"B/op",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.count","avgt",1,30,1004.000000,NaN,"counts",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeCirceGeneric:·gc.time","avgt",1,30,1454.000000,NaN,"ms",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,34.580627,0.666751,"ns/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,8310.808071,24.128768,"MB/sec",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,301.333339,5.125370,"B/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,2036.000000,NaN,"counts",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,2962.000000,NaN,"ms",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,79.104030,0.245954,"ns/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,7522.833267,23.379882,"MB/sec",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,624.000012,0.000017,"B/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,1844.000000,NaN,"counts",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,2669.000000,NaN,"ms",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,153.182549,8.933893,"ns/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,6620.731918,369.253866,"MB/sec",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,1056.000023,0.000034,"B/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,1622.000000,NaN,"counts",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,2314.000000,NaN,"ms",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,538.053673,19.149788,"ns/op",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,5005.299040,184.585803,"MB/sec",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,2816.000082,0.000119,"B/op",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,1226.000000,NaN,"counts",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,1778.000000,NaN,"ms",,1234,22
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,387.063338,0.854049,"ns/op",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,5893.463718,12.983815,"MB/sec",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,2392.000059,0.000085,"B/op",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,1444.000000,NaN,"counts",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,2100.000000,NaN,"ms",,1234,23
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,1307.490916,22.903089,"ns/op",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,4163.109351,73.214079,"MB/sec",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,5704.000198,0.000288,"B/op",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,1021.000000,NaN,"counts",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,1461.000000,NaN,"ms",,1234,50
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten","avgt",1,30,2748.778904,25.248274,"ns/op",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate","avgt",1,30,2814.846234,25.940386,"MB/sec",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,8112.000416,0.000601,"B/op",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.count","avgt",1,30,690.000000,NaN,"counts",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeHandwritten:·gc.time","avgt",1,30,1002.000000,NaN,"ms",,1234,75
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia","avgt",1,30,45.277816,3.045701,"ns/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.alloc.rate","avgt",1,30,5786.827239,398.546738,"MB/sec",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,272.000007,0.000010,"B/op",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.count","avgt",1,30,1417.000000,NaN,"counts",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.time","avgt",1,30,2010.000000,NaN,"ms",,1234,1
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia","avgt",1,30,111.765334,0.553898,"ns/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.alloc.rate","avgt",1,30,5051.558429,25.053085,"MB/sec",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,592.000017,0.000025,"B/op",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.count","avgt",1,30,1238.000000,NaN,"counts",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.time","avgt",1,30,1750.000000,NaN,"ms",,1234,5
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia","avgt",1,30,200.931903,1.497680,"ns/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.alloc.rate","avgt",1,30,4480.875037,33.444716,"MB/sec",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,944.000030,0.000044,"B/op",,1234,10
"perspective.circederivation.EncodeProductBenchmarks.encodeMagnolia:·gc.count","avgt",1,30,1098.000000,NaN,"counts",,1234,10
